ticker,company_name,sector_name
YSS,"York Space Systems, Inc.",industrials
SMR,NuScale Power Corporation,industrials
BRC,Brady Corporation,industrials
OTTR,Otter Tail Corporation,industrials
KAI,Kadant Inc.,industrials
BETA,"BETA Technologies, Inc.",industrials
MMS,"Maximus, Inc.",industrials
KFY,Korn Ferry,industrials
HAYW,"Hayward Holdings, Inc.",industrials
AVEX,AEVEX Corp.,industrials
EXPO,"Exponent, Inc.",industrials
SKYW,"SkyWest, Inc.",industrials
SXI,Standex International Corporation,industrials
RXO,"RXO, Inc.",industrials
ZIM,ZIM Integrated Shipping Services Ltd.,industrials
ATS,ATS Corporation,industrials
KMT,Kennametal Inc.,industrials
BWLP,BW LPG Limited,industrials
MGRC,McGrath RentCorp,industrials
ARCB,ArcBest Corporation,industrials
RHI,Robert Half Inc.,industrials
SBLK,Star Bulk Carriers Corp.,industrials
WOR,"Worthington Enterprises, Inc.",industrials
AMPX,"Amprius Technologies, Inc.",industrials
HUBG,"Hub Group, Inc.",industrials
CECO,CECO Environmental Corp.,industrials
DXPE,"DXP Enterprises, Inc.",industrials
ATKR,Atkore Inc.,industrials
ATRO,Astronics Corporation,industrials
CXT,"Crane NXT, Co.",industrials
CDLR,Cadeler A/S,industrials
TRN,"Trinity Industries, Inc.",industrials
GEO,"The GEO Group, Inc.",industrials
DNOW,DNOW Inc.,industrials
XMTR,"Xometry, Inc.",industrials
ABM,ABM Industries Incorporated,industrials
EOSE,"Eos Energy Enterprises, Inc.",industrials
FA,First Advantage Corporation,industrials
PBI,Pitney Bowes Inc.,industrials
AMSC,American Superconductor Corporation,industrials
HLIO,"Helios Technologies, Inc.",industrials
DAC,Danaos Corporation,industrials
ECO,Okeanis Eco Tankers Corp.,industrials
AERO,"Grupo AeromÃ©xico, S.A.B. de C.V.",industrials
DCO,Ducommun Incorporated,industrials
NMM,Navios Maritime Partners L.P.,industrials
WERN,"Werner Enterprises, Inc.",industrials
ALG,Alamo Group Inc.,industrials
CTOS,"Custom Truck One Source, Inc.",industrials
CXW,"CoreCivic, Inc.",industrials
VVX,"V2X, Inc.",industrials
HURN,Huron Consulting Group Inc.,industrials
CMPR,Cimpress plc,industrials
CMRE,Costamare Inc.,industrials
BLBD,Blue Bird Corporation,industrials
THR,"Thermon Group Holdings, Inc.",industrials
GRC,The Gorman-Rupp Company,industrials
BW,"Babcock & Wilcox Enterprises, Inc.",industrials
TIC,"TIC Solutions, Inc.",industrials
TNET,"TriNet Group, Inc.",industrials
JBLU,JetBlue Airways Corporation,industrials
EPAC,Enerpac Tool Group Corp.,industrials
HTZ,"Hertz Global Holdings, Inc.",industrials
RDW,Redwire Corporation,industrials
CBZ,"CBIZ, Inc.",industrials
PLPC,Preformed Line Products Company,industrials
FBYD,"Falcon's Beyond Global, Inc.",industrials
HLMN,Hillman Solutions Corp.,industrials
NSSC,"Napco Security Technologies, Inc.",industrials
NVRI,Enviri Corporation,industrials
PSIX,"Power Solutions International, Inc.",industrials
VOYG,"Voyager Technologies, Inc.",industrials
PRLB,"Proto Labs, Inc.",industrials
SFL,SFL Corporation Ltd.,industrials
GBX,"The Greenbrier Companies, Inc.",industrials
ARLO,"Arlo Technologies, Inc.",industrials
MRLN,"Merlin, Inc.",industrials
WLFC,Willis Lease Finance Corporation,industrials
TNC,Tennant Company,industrials
AMRC,"Ameresco, Inc.",industrials
MAN,ManpowerGroup Inc.,industrials
GSL,"Global Ship Lease, Inc.",industrials
TH,Target Hospitality Corp.,industrials
ALGT,Allegiant Travel Company,industrials
ASTE,"Astec Industries, Inc.",industrials
RYZ,Ryerson Holding Corporation,industrials
RCAT,"Red Cat Holdings, Inc.",industrials
TE,T1 Energy Inc.,industrials
DLX,Deluxe Corporation,industrials
ENVX,Enovix Corporation,industrials
ENR,"Energizer Holdings, Inc.",industrials
NSP,"Insperity, Inc.",industrials
TTI,"TETRA Technologies, Inc.",industrials
GIC,Global Industrial Company,industrials
CCEC,Capital Clean Energy Carriers Corp.,industrials
PCT,"PureCycle Technologies, Inc.",industrials
CDRE,"Cadre Holdings, Inc.",industrials
VSTS,Vestis Corporation,industrials
KODK,Eastman Kodak Company,industrials
DSGR,"Distribution Solutions Group, Inc.",industrials
NNE,NANO Nuclear Energy Inc.,industrials
ICFI,"ICF International, Inc.",industrials
MRTN,"Marten Transport, Ltd.",industrials
EVLV,"Evolv Technologies Holdings, Inc.",industrials
ROCK,"Gibraltar Industries, Inc.",industrials
BV,"BrightView Holdings, Inc.",industrials
PRG,"PROG Holdings, Inc.",industrials
BKSY,BlackSky Technology Inc.,industrials
LNN,Lindsay Corporation,industrials
RHLD,"Resolute Holdings Management, Inc.",industrials
LZ,"LegalZoom.com, Inc.",industrials
LMB,"Limbach Holdings, Inc.",industrials
WLDN,"Willdan Group, Inc.",industrials
GNK,Genco Shipping & Trading Limited,industrials
HTLD,"Heartland Express, Inc.",industrials
NPK,"National Presto Industries, Inc.",industrials
GHM,Graham Corporation,industrials
CRAI,"CRA International, Inc.",industrials
EVEX,"Eve Holding, Inc.",industrials
BLDP,Ballard Power Systems Inc.,industrials
NX,Quanex Building Products Corporation,industrials
CODI,Compass Diversified,industrials
AEBI,Aebi Schmidt Holding AG,industrials
SATL,Satellogic Inc.,industrials
CVLG,"Covenant Logistics Group, Inc.",industrials
MATW,Matthews International Corporation,industrials
ULCC,"Frontier Group Holdings, Inc.",industrials
SNCY,"Sun Country Airlines Holdings, Inc.",industrials
CRESY,"Cresud Sociedad AnÃ³nima, Comercial, Inmobiliaria, Financiera y Agropecuaria",industrials
VLRS,"Controladora Vuela CompaÃ±Ã­a de AviaciÃ³n, S.A.B. de C.V.",industrials
RJET,Republic Airways Holdings Inc.,industrials
KFRC,Kforce Inc.,industrials
APOG,"Apogee Enterprises, Inc.",industrials
BBSI,"Barrett Business Services, Inc.",industrials
MEG,"Montrose Environmental Group, Inc.",industrials
JBI,"Janus International Group, Inc.",industrials
CDNL,Cardinal Infrastructure Group Inc.,industrials
ADSE,ADS-TEC Energy PLC,industrials
KRNT,Kornit Digital Ltd.,industrials
SERV,Serve Robotics Inc.,industrials
EH,EHang Holdings Limited,industrials
FWRD,Forward Air Corporation,industrials
TRNS,"Transcat, Inc.",industrials
HY,"Hyster-Yale, Inc.",industrials
ASC,Ardmore Shipping Corporation,industrials
SWIM,"Latham Group, Inc.",industrials
RGR,"Sturm, Ruger & Company, Inc.",industrials
SB,"Safe Bulkers, Inc.",industrials
SWBI,"Smith & Wesson Brands, Inc.",industrials
PKE,Park Aerospace Corp.,industrials
FIP,FTAI Infrastructure Inc.,industrials
KE,"Kimball Electronics, Inc.",industrials
HSHP,Himalaya Shipping Ltd.,industrials
ULH,"Universal Logistics Holdings, Inc.",industrials
SPIR,"Spire Global, Inc.",industrials
CASS,"Cass Information Systems, Inc.",industrials
MG,"Mistras Group, Inc.",industrials
ERII,"Energy Recovery, Inc.",industrials
TRC,Tejon Ranch Co.,industrials
RR,Richtech Robotics Inc.,industrials
BWMN,Bowman Consulting Group Ltd.,industrials
FCEL,"FuelCell Energy, Inc.",industrials
EBF,"Ennis, Inc.",industrials
TWI,"Titan International, Inc.",industrials
CYRX,"Cryoport, Inc.",industrials
ESEA,Euroseas Ltd.,industrials
PANL,Pangaea Logistics Solutions Ltd.,industrials
IIIN,Insteel Industries Inc.,industrials
TITN,Titan Machinery Inc.,industrials
MTW,"The Manitowoc Company, Inc.",industrials
ACTG,Acacia Research Corporation,industrials
ORN,"Orion Group Holdings, Inc.",industrials
TATT,TAT Technologies Ltd.,industrials
MEC,"Mayville Engineering Company, Inc.",industrials
ELVA,Electrovaya Inc.,industrials
CMCO,Columbus McKinnon Corporation,industrials
BXC,BlueLinx Holdings Inc.,industrials
ELMT,The Elmet Group Co.,industrials
ABAT,American Battery Technology Company,industrials
SWMR,"Swarmer, Inc",industrials
CMDB,Costamare Bulkers Holdings Limited,industrials
LTBR,Lightbridge Corporation,industrials
NPWR,NET Power Inc.,industrials
QUAD,"Quad/Graphics, Inc.",industrials
PKOH,Park-Ohio Holdings Corp.,industrials
ADUR,Aduro Clean Technologies Inc.,industrials
BBCP,"Concrete Pumping Holdings, Inc.",industrials
RLGT,"Radiant Logistics, Inc.",industrials
ROMA,Roma Green Finance Limited,industrials
BOC,Boston Omaha Corporation,industrials
MTRX,Matrix Service Company,industrials
KELYB,"Kelly Services, Inc.",industrials
ISSC,"Innovative Aerosystems, Inc.",industrials
GASS,StealthGas Inc.,industrials
LXFR,Luxfer Holdings PLC,industrials
SBC,SBC Medical Group Holdings Incorporated,industrials
OFLX,"Omega Flex, Inc.",industrials
WNC,Wabash National Corporation,industrials
KELYA,"Kelly Services, Inc.",industrials
PHOE,Phoenix Asia Holdings Limited,industrials
SHMD,SCHMID Group N.V.,industrials
FSTR,L.B. Foster Company,industrials
TG,Tredegar Corporation,industrials
ASLE,AerSale Corporation,industrials
SHIP,Seanergy Maritime Holdings Corp.,industrials
ACCO,ACCO Brands Corporation,industrials
ESOA,Energy Services of America Corporation,industrials
EFTY,"Etoiles Capital Group Co., Ltd",industrials
EVTL,Vertical Aerospace Ltd.,industrials
ASPN,"Aspen Aerogels, Inc.",industrials
DSX,Diana Shipping Inc.,industrials
NL,"NL Industries, Inc.",industrials
CIX,CompX International Inc.,industrials
YDDL,One and one Green Technologies. Inc,industrials
PPIH,"Perma-Pipe International Holdings, Inc.",industrials
ALTG,Alta Equipment Group Inc.,industrials
FJET,"Starfighters Space, Inc.",industrials
BUUU,BUUU Group Limited,industrials
LNZA,"LanzaTech Global, Inc.",industrials
AIRO,"AIRO Group Holdings, Inc.",industrials
TWIN,"Twin Disc, Incorporated",industrials
SIDU,"Sidus Space, Inc.",industrials
POWW,Outdoor Holding Company,industrials
HUHU,HUHUTECH International Group Inc.,industrials
MAGH,Magnitude International Ltd,industrials
PESI,"Perma-Fix Environmental Services, Inc.",industrials
EAF,GrafTech International Ltd.,industrials
EVI,"EVI Industries, Inc.",industrials
JLHL,Julong Holding Limited,industrials
SPCE,"Virgin Galactic Holdings, Inc.",industrials
UP,Wheels Up Experience Inc.,industrials
PAMT,PAMT CORP,industrials
RCMT,"RCM Technologies, Inc.",industrials
GENC,"Gencor Industries, Inc.",industrials
MAMK,MaxsMaking Inc.,industrials
AIRJ,AirJoule Technologies Corporation,industrials
XRX,Xerox Holdings Corporation,industrials
ESP,Espey Mfg. & Electronics Corp.,industrials
AP,Ampco-Pittsburgh Corporation,industrials
SMHI,SEACOR Marine Holdings Inc.,industrials
SHIM,Shimmick Corporation,industrials
PAL,"Proficient Auto Logistics, Inc.",industrials
EGG,Enigmatig Limited,industrials
FLYX,"flyExclusive, Inc.",industrials
FLX,BingEx Limited,industrials
TAYD,"Taylor Devices, Inc.",industrials
ZJK,"ZJK Industrial Co., Ltd.",industrials
LAWR,"Robot Consulting Co., Ltd.",industrials
VATE,INNOVATE Corp.,industrials
ATLN,Atlantic International Corp.,industrials
RAIL,"FreightCar America, Inc.",industrials
NVX,NOVONIX Limited,industrials
HQI,"HireQuest, Inc.",industrials
RFIL,"RF Industries, Ltd.",industrials
TBI,"TrueBlue, Inc.",industrials
VWAV,"VisionWave Holdings, Inc.",industrials
RGP,"Resources Connection, Inc.",industrials
SKYX,SKYX Platforms Corp.,industrials
BYRN,Byrna Technologies Inc.,industrials
TUSK,"Mammoth Energy Services, Inc.",industrials
