LKQ,LKQ Corporation,Consumer Discretionary
LOW,Lowe's,Consumer Discretionary
MAR,Marriott International,Consumer Discretionary
MCD,McDonald's,Consumer Discretionary
MGM,MGM Resorts International,Consumer Discretionary
MHK,Mohawk Industries,Consumer Discretionary
NWL,Newell Brands,Consumer Discretionary
NKE,Nike,Consumer Discretionary
NCLH,Norwegian Cruise Line Holdings,Consumer Discretionary
NVR,NVR,Consumer Discretionary
ORLY,O'Reilly Automotive,Consumer Discretionary
PENN,Penn National Gaming,Consumer Discretionary
POOL,Pool Corporation,Consumer Discretionary
PHM,PulteGroup,Consumer Discretionary
PVH,PVH,Consumer Discretionary
RL,Ralph Lauren Corporation,Consumer Discretionary
ROST,Ross Stores,Consumer Discretionary
RCL,Royal Caribbean Group,Consumer Discretionary
SBUX,Starbucks,Consumer Discretionary
TPR,Tapestry,Consumer Discretionary
TGT,Target Corporation,Consumer Discretionary
TSLA,Tesla,Consumer Discretionary
TJX,TJX Companies,Consumer Discretionary
TSCO,Tractor Supply Company,Consumer Discretionary
ULTA,Ulta Beauty,Consumer Discretionary
UAA,Under Armour (Class A),Consumer Discretionary
UA,Under Armour (Class C),Consumer Discretionary
VFC,VF Corporation,Consumer Discretionary
WHR,Whirlpool Corporation,Consumer Discretionary
WYNN,Wynn Resorts,Consumer Discretionary
YUM,Yum! Brands,Consumer Discretionary
ADM,ADM,Consumer Staples
MO,Altria Group,Consumer Staples
BF.B,Brownâ€“Forman,Consumer Staples
CPB,Campbell Soup,Consumer Staples
CHD,Church & Dwight,Consumer Staples
CLX,Clorox,Consumer Staples
KO,Coca-Cola Company,Consumer Staples
CL,Colgate-Palmolive,Consumer Staples
CAG,Conagra Brands,Consumer Staples
STZ,Constellation Brands,Consumer Staples
COST,Costco,Consumer Staples
EL,EstÃ©e Lauder Companies,Consumer Staples
GIS,General Mills,Consumer Staples
HRL,Hormel,Consumer Staples
SJM,JM Smucker,Consumer Staples
K,Kellogg's,Consumer Staples
KMB,Kimberly-Clark,Consumer Staples
KHC,Kraft Heinz,Consumer Staples
KR,Kroger,Consumer Staples
LW,Lamb Weston,Consumer Staples
MKC,McCormick & Company,Consumer Staples
TAP,Molson Coors Beverage Company,Consumer Staples
MDLZ,Mondelez International,Consumer Staples
MNST,Monster Beverage,Consumer Staples
PEP,PepsiCo,Consumer Staples
PM,Philip Morris International,Consumer Staples
PG,Procter & Gamble,Consumer Staples
SYY,Sysco,Consumer Staples
HSY,The Hershey Company,Consumer Staples
TSN,Tyson Foods,Consumer Staples
WBA,Walgreens Boots Alliance,Consumer Staples
WMT,Walmart,Consumer Staples
APA,APA Corporation,Energy
BKR,Baker Hughes,Energy
COG,Cabot Oil & Gas,Energy
CVX,Chevron Corporation,Energy
COP,ConocoPhillips,Energy
DVN,Devon Energy,Energy
FANG,Diamondback Energy,Energy
EOG,EOG Resources,Energy
XOM,ExxonMobil,Energy
HAL,Halliburton,Energy
HES,Hess Corporation,Energy
KMI,Kinder Morgan,Energy
MRO,Marathon Oil,Energy
MPC,Marathon Petroleum,Energy
NOV,Nov,Energy
OXY,Occidental Petroleum,Energy
OKE,Oneok,Energy
PSX,Phillips 66,Energy
PXD,Pioneer Natural Resources,Energy
SLB,Schlumberger,Energy
VLO,Valero Energy,Energy
WMB,Williams Companies,Energy
AFL,Aflac,Financials
ALL,Allstate Corp,Financials
AXP,American Express,Financials
AIG,American International Group,Financials
AMP,Ameriprise Financial,Financials
AON,Aon,Financials
AJG,Arthur J. Gallagher & Co.,Financials
AIZ,Assurant,Financials
BAC,Bank of America,Financials
BRK.B,Berkshire Hathaway,Financials
BLK,BlackRock,Financials
BK,BNY Mellon,Financials
COF,Capital One Financial,Financials
CBOE,Cboe Global Markets,Financials
SCHW,Charles Schwab Corporation,Financials
CB,Chubb,Financials
CINF,Cincinnati Financial,Financials
C,Citigroup,Financials
CFG,Citizens Financial Group,Financials
CME,CME Group,Financials
CMA,Comerica,Financials
DFS,Discover Financial Services,Financials
RE,Everest Re,Financials
FITB,Fifth Third Bancorp,Financials
FRC,First Republic Bank,Financials
BEN,Franklin Resources,Financials
GL,Globe Life,Financials
GS,Goldman Sachs,Financials
HBAN,Huntington Bancshares,Financials
ICE,Intercontinental Exchange,Financials
IVZ,Invesco,Financials
JPM,JPMorgan Chase,Financials
KEY,KeyCorp,Financials
LNC,Lincoln National,Financials
L,Loews Corporation,Financials
MTB,M&T Bank,Financials
MKTX,MarketAxess,Financials
MMC,Marsh & McLennan,Financials
MET,MetLife,Financials
MCO,Moody's Corporation,Financials
MS,Morgan Stanley,Financials
MSCI,MSCI,Financials
NDAQ,Nasdaq,Financials
NTRS,Northern Trust,Financials
PBCT,People's United Financial,Financials
PNC,PNC Financial Services,Financials
PFG,Principal Financial Group,Financials
PGR,Progressive Corporation,Financials
PRU,Prudential Financial,Financials
RJF,Raymond James Financial,Financials
RF,Regions Financial Corporation,Financials
SPGI,S&P Global,Financials
STT,State Street Corporation,Financials
SIVB,SVB Financial,Financials
SYF,Synchrony Financial,Financials
TROW,T. Rowe Price,Financials
HIG,The Hartford,Financials
TRV,The Travelers Companies,Financials
TFC,Truist Financial,Financials
USB,U.S. Bancorp,Financials
UNM,Unum Group,Financials
WRB,W. R. Berkley Corporation,Financials
WFC,Wells Fargo,Financials
WLTW,Willis Towers Watson,Financials
ZION,Zions Bancorp,Financials
ABT,Abbott Laboratories,Health Care
ABBV,AbbVie,Health Care
ABMD,Abiomed,Health Care
A,Agilent Technologies,Health Care
ALGN,Align Technology,Health Care
ABC,AmerisourceBergen,Health Care
AMGN,Amgen,Health Care
ANTM,Anthem,Health Care
BAX,Baxter International,Health Care
BDX,Becton Dickinson,Health Care
BIIB,Biogen,Health Care
BIO,Bio-Rad Laboratories,Health Care
TECH,Bio-Techne,Health Care
BSX,Boston Scientific,Health Care
BMY,Bristol-Myers Squibb,Health Care
CAH,Cardinal Health,Health Care
CTLT,Catalent,Health Care
CNC,Centene Corporation,Health Care
CERN,Cerner,Health Care
CRL,Charles River Laboratories,Health Care
CI,Cigna,Health Care
CVS,CVS Health,Health Care
DHR,Danaher Corporation,Health Care
DVA,DaVita,Health Care
XRAY,Dentsply Sirona,Health Care
DXCM,DexCom,Health Care
EW,Edwards Lifesciences,Health Care
LLY,Eli Lilly & Co,Health Care
GILD,Gilead Sciences,Health Care
HCA,HCA Healthcare,Health Care
HSIC,Henry Schein,Health Care
HOLX,Hologic,Health Care
HUM,Humana,Health Care
IDXX,Idexx Laboratories,Health Care
ILMN,Illumina,Health Care
INCY,Incyte,Health Care
ISRG,Intuitive Surgical,Health Care
IQV,IQVIA,Health Care
JNJ,Johnson & Johnson,Health Care
LH,LabCorp,Health Care
MCK,McKesson Corporation,Health Care
MDT,Medtronic,Health Care
MRK,Merck & Co.,Health Care
MTD,Mettler Toledo,Health Care
MRNA,Moderna,Health Care
OGN,Organon & Co.,Health Care
PKI,PerkinElmer,Health Care
PRGO,Perrigo,Health Care
PFE,Pfizer,Health Care
DGX,Quest Diagnostics,Health Care
REGN,Regeneron Pharmaceuticals,Health Care
RMD,ResMed,Health Care
STE,Steris,Health Care
SYK,Stryker Corporation,Health Care
TFX,Teleflex,Health Care
COO,The Cooper Companies,Health Care
TMO,Thermo Fisher Scientific,Health Care
UNH,UnitedHealth Group,Health Care
UHS,Universal Health Services,Health Care
VRTX,Vertex Pharmaceuticals,Health Care
VTRS,Viatris,Health Care
WAT,Waters Corporation,Health Care
WST,West Pharmaceutical Services,Health Care
ZBH,Zimmer Biomet,Health Care
ZTS,Zoetis,Health Care
MMM,3M,Industrials
AOS,A. O. Smith,Industrials
ALK,Alaska Air Group,Industrials
ALLE,Allegion,Industrials
AAL,American Airlines Group,Industrials
AME,Ametek,Industrials
BA,Boeing Company,Industrials
CHRW,C. H. Robinson,Industrials
CARR,Carrier Global,Industrials
CAT,Caterpillar,Industrials
CTAS,Cintas Corporation,Industrials
CPRT,Copart,Industrials
CSX,CSX,Industrials
CMI,Cummins,Industrials
DE,Deere & Co.,Industrials
DAL,Delta Air Lines,Industrials
DOV,Dover Corporation,Industrials
ETN,Eaton Corporation,Industrials
EMR,Emerson Electric Company,Industrials
EFX,Equifax,Industrials
EXPD,Expeditors,Industrials
FAST,Fastenal,Industrials
FDX,FedEx,Industrials
FTV,Fortive,Industrials
FBHS,Fortune Brands Home & Security,Industrials
GNRC,Generac Holdings,Industrials
GD,General Dynamics,Industrials
GE,General Electric,Industrials
HON,Honeywell,Industrials
HWM,Howmet Aerospace,Industrials
HII,Huntington Ingalls Industries,Industrials
IEX,IDEX Corporation,Industrials
INFO,IHS Markit,Industrials
ITW,Illinois Tool Works,Industrials
IR,Ingersoll Rand,Industrials
JBHT,J. B. Hunt,Industrials
J,Jacobs Engineering Group,Industrials
JCI,Johnson Controls,Industrials
KSU,Kansas City Southern,Industrials
LHX,L3Harris Technologies,Industrials
LDOS,Leidos,Industrials
LMT,Lockheed Martin,Industrials
MAS,Masco,Industrials
NLSN,Nielsen Holdings,Industrials
NSC,Norfolk Southern,Industrials
NOC,Northrop Grumman,Industrials
ODFL,Old Dominion Freight Line,Industrials
OTIS,Otis Worldwide,Industrials
PCAR,Paccar,Industrials
PH,Parker-Hannifin,Industrials
PNR,Pentair,Industrials
PWR,Quanta Services,Industrials
RTX,Raytheon Technologies,Industrials
RSG,Republic Services,Industrials
RHI,Robert Half International,Industrials
ROK,Rockwell Automation,Industrials
ROL,Rollins,Industrials
ROP,Roper Technologies,Industrials
SNA,Snap-on,Industrials
LUV,Southwest Airlines,Industrials
SWK,Stanley Black & Decker,Industrials
TDY,Teledyne Technologies,Industrials
TXT,Textron,Industrials
TT,Trane Technologies,Industrials
TDG,TransDigm Group,Industrials
UNP,Union Pacific,Industrials
UAL,United Airlines,Industrials
UPS,United Parcel Service,Industrials
URI,United Rentals,Industrials
VRSK,Verisk Analytics,Industrials
GWW,W. W. Grainger,Industrials
WAB,Wabtec,Industrials
WM,Waste Management,Industrials
XYL,Xylem,Industrials
ACN,Accenture,Information Technology
ADBE,Adobe,Information Technology
AMD,Advanced Micro Devices,Information Technology
AKAM,Akamai Technologies,Information Technology
APH,Amphenol Corp,Information Technology
ADI,Analog Devices,Information Technology
ANSS,Ansys,Information Technology
AAPL,Apple,Information Technology
AMAT,Applied Materials,Information Technology
ANET,Arista Networks,Information Technology
ADSK,Autodesk,Information Technology
ADP,Automatic Data Processing,Information Technology
AVGO,Broadcom,Information Technology
BR,Broadridge Financial Solutions,Information Technology
CDNS,Cadence Design Systems,Information Technology
CDW,CDW,Information Technology
CSCO,Cisco Systems,Information Technology
CTXS,Citrix Systems,Information Technology
CTSH,Cognizant Technology Solutions,Information Technology
GLW,Corning,Information Technology
DXC,DXC Technology,Information Technology
ENPH,Enphase Energy,Information Technology
FFIV,F5 Networks,Information Technology
FIS,Fidelity National Information Services,Information Technology
FISV,Fiserv,Information Technology
FLT,Fleetcor,Information Technology
FTNT,Fortinet,Information Technology
IT,Gartner,Information Technology
GPN,Global Payments,Information Technology
HPE,Hewlett Packard Enterprise,Information Technology
HPQ,HP,Information Technology
IBM,IBM,Information Technology
INTC,Intel,Information Technology
INTU,Intuit,Information Technology
IPGP,IPG Photonics,Information Technology
JKHY,Jack Henry & Associates,Information Technology
JNPR,Juniper Networks,Information Technology
KEYS,Keysight Technologies,Information Technology
KLAC,KLA Corporation,Information Technology
LRCX,Lam Research,Information Technology
MA,Mastercard,Information Technology
MCHP,Microchip Technology,Information Technology
MU,Micron Technology,Information Technology
MSFT,Microsoft,Information Technology
MPWR,Monolithic Power Systems,Information Technology
MSI,Motorola Solutions,Information Technology
NTAP,NetApp,Information Technology
NLOK,NortonLifeLock,Information Technology
NVDA,Nvidia,Information Technology
NXPI,NXP,Information Technology
ORCL,Oracle,Information Technology
PAYX,Paychex,Information Technology
PAYC,Paycom,Information Technology
PYPL,PayPal,Information Technology
PTC,PTC,Information Technology
QRVO,Qorvo,Information Technology
QCOM,Qualcomm,Information Technology
CRM,Salesforce,Information Technology
STX,Seagate Technology,Information Technology
NOW,ServiceNow,Information Technology
SWKS,Skyworks Solutions,Information Technology
SNPS,Synopsys,Information Technology
TEL,TE Connectivity,Information Technology
TER,Teradyne,Information Technology
TXN,Texas Instruments,Information Technology
TRMB,Trimble,Information Technology
TYL,Tyler Technologies,Information Technology
VRSN,Verisign,Information Technology
V,Visa,Information Technology
WDC,Western Digital,Information Technology
WU,Western Union,Information Technology
XLNX,Xilinx,Information Technology
ZBRA,Zebra Technologies,Information Technology
APD,Air Products & Chemicals,Materials
ALB,Albemarle Corporation,Materials
AMCR,Amcor,Materials
AVY,Avery Dennison,Materials
BLL,Ball Corp,Materials
CE,Celanese,Materials
CF,CF Industries,Materials
CTVA,Corteva,Materials
DOW,Dow,Materials
DD,DuPont,Materials
EMN,Eastman Chemical,Materials
ECL,Ecolab,Materials
FMC,FMC Corporation,Materials
FCX,Freeport-McMoRan,Materials
IFF,International Flavors & Fragrances,Materials
IP,International Paper,Materials
LIN,Linde,Materials
LYB,LyondellBasell,Materials
MLM,Martin Marietta Materials,Materials
NEM,Newmont,Materials
NUE,Nucor,Materials
PKG,Packaging Corporation of America,Materials
PPG,PPG Industries,Materials
SEE,Sealed Air,Materials
SHW,Sherwin-Williams,Materials
MOS,The Mosaic Company,Materials
VMC,Vulcan Materials,Materials
WRK,WestRock,Materials
ARE,Alexandria Real Estate Equities,Real Estate
AMT,American Tower,Real Estate
AVB,AvalonBay Communities,Real Estate
BXP,Boston Properties,Real Estate
CBRE,CBRE,Real Estate
CCI,Crown Castle,Real Estate
DLR,Digital Realty Trust,Real Estate
DRE,Duke Realty Corp,Real Estate
EQIX,Equinix,Real Estate
EQR,Equity Residential,Real Estate
ESS,Essex Property Trust,Real Estate
EXR,Extra Space Storage,Real Estate
FRT,Federal Realty Investment Trust,Real Estate
PEAK,Healthpeak Properties,Real Estate
HST,Host Hotels & Resorts,Real Estate
IRM,Iron Mountain,Real Estate
KIM,Kimco Realty,Real Estate
MAA,Mid-America Apartments,Real Estate
PLD,Prologis,Real Estate
PSA,Public Storage,Real Estate
O,Realty Income Corporation,Real Estate
REG,Regency Centers,Real Estate
SBAC,SBA Communications,Real Estate
SPG,Simon Property Group,Real Estate
UDR,UDR,Real Estate
VTR,Ventas,Real Estate
VNO,Vornado Realty Trust,Real Estate
WELL,Welltower,Real Estate
WY,Weyerhaeuser,Real Estate
Symbol,Name,Sector
AES,AES Corp,Utilities
LNT,Alliant Energy,Utilities
AEE,Ameren Corp,Utilities
AEP,American Electric Power,Utilities
AWK,American Water Works,Utilities
ATO,Atmos Energy,Utilities
CNP,CenterPoint Energy,Utilities
CMS,CMS Energy,Utilities
ED,Consolidated Edison,Utilities
D,Dominion Energy,Utilities
DTE,DTE Energy,Utilities
DUK,Duke Energy,Utilities
EIX,Edison International,Utilities
ETR,Entergy,Utilities
EVRG,Evergy,Utilities
ES,Eversource Energy,Utilities
EXC,Exelon,Utilities
FE,FirstEnergy,Utilities
NEE,NextEra Energy,Utilities
NI,NiSource,Utilities
NRG,NRG Energy,Utilities
PNW,Pinnacle West Capital,Utilities
PPL,PPL,Utilities
PEG,Public Service Enterprise Group,Utilities
SRE,Sempra Energy,Utilities
SO,Southern Company,Utilities
WEC,WEC Energy Group,Utilities
XEL,Xcel Energy,Utilities
